ID,LAND,TID,INDHOLD,SITC
3178,South Georgia og De Sydlige Sandwichøer,2020,0,Mineralbrændstoffer og smøremidler
3179,South Georgia og De Sydlige Sandwichøer,2021,0,Mineralbrændstoffer og smøremidler
3191,Sovjetunionen,2018,0,Mineralbrændstoffer og smøremidler
3192,Sovjetunionen,2019,0,Mineralbrændstoffer og smøremidler
3193,Sovjetunionen,2020,0,Mineralbrændstoffer og smøremidler
3194,Sovjetunionen,2021,0,Mineralbrændstoffer og smøremidler
3206,Spanien,2018,362676,Mineralbrændstoffer og smøremidler
3207,Spanien,2019,399937,Mineralbrændstoffer og smøremidler
3208,Spanien,2020,401603,Mineralbrændstoffer og smøremidler
3209,Spanien,2021,571722,Mineralbrændstoffer og smøremidler
3221,Sri Lanka,2018,7253,Mineralbrændstoffer og smøremidler
3222,Sri Lanka,2019,7520,Mineralbrændstoffer og smøremidler
3223,Sri Lanka,2020,4478,Mineralbrændstoffer og smøremidler
3224,Sri Lanka,2021,7813,Mineralbrændstoffer og smøremidler
3236,Storbritannien,2018,1874190,Mineralbrændstoffer og smøremidler
3237,Storbritannien,2019,2230836,Mineralbrændstoffer og smøremidler
3238,Storbritannien,2020,1628629,Mineralbrændstoffer og smøremidler
3239,Storbritannien,2021,2494130,Mineralbrændstoffer og smøremidler
3251,Sudan,2018,0,Mineralbrændstoffer og smøremidler
3252,Sudan,2019,0,Mineralbrændstoffer og smøremidler
3253,Sudan,2020,0,Mineralbrændstoffer og smøremidler
3254,Sudan,2021,2,Mineralbrændstoffer og smøremidler
3266,Suriname,2018,175,Mineralbrændstoffer og smøremidler
3267,Suriname,2019,0,Mineralbrændstoffer og smøremidler
3268,Suriname,2020,0,Mineralbrændstoffer og smøremidler
3269,Suriname,2021,64,Mineralbrændstoffer og smøremidler
3281,Svalbard,2018,0,Mineralbrændstoffer og smøremidler
3282,Svalbard,2019,0,Mineralbrændstoffer og smøremidler
3283,Svalbard,2020,0,Mineralbrændstoffer og smøremidler
3284,Svalbard,2021,0,Mineralbrændstoffer og smøremidler
3296,Sverige,2018,5576868,Mineralbrændstoffer og smøremidler
3297,Sverige,2019,5711960,Mineralbrændstoffer og smøremidler
3298,Sverige,2020,5301752,Mineralbrændstoffer og smøremidler
3299,Sverige,2021,6591767,Mineralbrændstoffer og smøremidler
3311,Sydafrika,2018,243041,Mineralbrændstoffer og smøremidler
3312,Sydafrika,2019,65830,Mineralbrændstoffer og smøremidler
3313,Sydafrika,2020,29259,Mineralbrændstoffer og smøremidler
3314,Sydafrika,2021,31912,Mineralbrændstoffer og smøremidler
3326,Sydkorea,2018,186121,Mineralbrændstoffer og smøremidler
3327,Sydkorea,2019,200691,Mineralbrændstoffer og smøremidler
3328,Sydkorea,2020,102698,Mineralbrændstoffer og smøremidler
3329,Sydkorea,2021,120073,Mineralbrændstoffer og smøremidler
3341,Sydsudan,2018,0,Mineralbrændstoffer og smøremidler
3342,Sydsudan,2019,0,Mineralbrændstoffer og smøremidler
3343,Sydsudan,2020,0,Mineralbrændstoffer og smøremidler
3344,Sydsudan,2021,0,Mineralbrændstoffer og smøremidler
3356,Sydyemen,2018,0,Mineralbrændstoffer og smøremidler
3357,Sydyemen,2019,0,Mineralbrændstoffer og smøremidler
3358,Sydyemen,2020,0,Mineralbrændstoffer og smøremidler
3359,Sydyemen,2021,0,Mineralbrændstoffer og smøremidler
3371,Syrien,2018,26,Mineralbrændstoffer og smøremidler
3372,Syrien,2019,141,Mineralbrændstoffer og smøremidler
3373,Syrien,2020,301,Mineralbrændstoffer og smøremidler
3374,Syrien,2021,46,Mineralbrændstoffer og smøremidler
3386,Tadsjikistan,2018,0,Mineralbrændstoffer og smøremidler
3387,Tadsjikistan,2019,0,Mineralbrændstoffer og smøremidler
3388,Tadsjikistan,2020,0,Mineralbrændstoffer og smøremidler
3389,Tadsjikistan,2021,0,Mineralbrændstoffer og smøremidler
3401,Taiwan,2018,42180,Mineralbrændstoffer og smøremidler
3402,Taiwan,2019,44815,Mineralbrændstoffer og smøremidler
3403,Taiwan,2020,44569,Mineralbrændstoffer og smøremidler
3404,Taiwan,2021,69752,Mineralbrændstoffer og smøremidler
3416,Tanzania,2018,0,Mineralbrændstoffer og smøremidler
3417,Tanzania,2019,5,Mineralbrændstoffer og smøremidler
3418,Tanzania,2020,0,Mineralbrændstoffer og smøremidler
3419,Tanzania,2021,3,Mineralbrændstoffer og smøremidler
3431,Tchad,2018,0,Mineralbrændstoffer og smøremidler
3432,Tchad,2019,0,Mineralbrændstoffer og smøremidler
3433,Tchad,2020,0,Mineralbrændstoffer og smøremidler
3434,Tchad,2021,0,Mineralbrændstoffer og smøremidler
3446,Thailand,2018,55075,Mineralbrændstoffer og smøremidler
3447,Thailand,2019,81654,Mineralbrændstoffer og smøremidler
3448,Thailand,2020,76198,Mineralbrændstoffer og smøremidler
3449,Thailand,2021,96767,Mineralbrændstoffer og smøremidler
3461,Tjekkiet,2018,118160,Mineralbrændstoffer og smøremidler
3462,Tjekkiet,2019,116771,Mineralbrændstoffer og smøremidler
3463,Tjekkiet,2020,115152,Mineralbrændstoffer og smøremidler
3464,Tjekkiet,2021,146286,Mineralbrændstoffer og smøremidler
3476,Tjekkoslovakiet,2018,0,Mineralbrændstoffer og smøremidler
3477,Tjekkoslovakiet,2019,0,Mineralbrændstoffer og smøremidler
3478,Tjekkoslovakiet,2020,0,Mineralbrændstoffer og smøremidler
3479,Tjekkoslovakiet,2021,0,Mineralbrændstoffer og smøremidler
3491,Togo,2018,0,Mineralbrændstoffer og smøremidler
3492,Togo,2019,0,Mineralbrændstoffer og smøremidler
3493,Togo,2020,0,Mineralbrændstoffer og smøremidler
3494,Togo,2021,0,Mineralbrændstoffer og smøremidler
3506,Tokelau,2018,0,Mineralbrændstoffer og smøremidler
3507,Tokelau,2019,0,Mineralbrændstoffer og smøremidler
3508,Tokelau,2020,0,Mineralbrændstoffer og smøremidler
3509,Tokelau,2021,0,Mineralbrændstoffer og smøremidler
3521,Tonga,2018,0,Mineralbrændstoffer og smøremidler
3522,Tonga,2019,0,Mineralbrændstoffer og smøremidler
3523,Tonga,2020,0,Mineralbrændstoffer og smøremidler
3524,Tonga,2021,0,Mineralbrændstoffer og smøremidler
3536,Trinidad og Tobago,2018,0,Mineralbrændstoffer og smøremidler
3537,Trinidad og Tobago,2019,0,Mineralbrændstoffer og smøremidler
3538,Trinidad og Tobago,2020,0,Mineralbrændstoffer og smøremidler
3539,Trinidad og Tobago,2021,0,Mineralbrændstoffer og smøremidler
3551,Tunesien,2018,68152,Mineralbrændstoffer og smøremidler
3552,Tunesien,2019,43707,Mineralbrændstoffer og smøremidler
3553,Tunesien,2020,15664,Mineralbrændstoffer og smøremidler
3554,Tunesien,2021,34197,Mineralbrændstoffer og smøremidler
3566,Turkmenistan,2018,0,Mineralbrændstoffer og smøremidler
3567,Turkmenistan,2019,0,Mineralbrændstoffer og smøremidler
3568,Turkmenistan,2020,24,Mineralbrændstoffer og smøremidler
3569,Turkmenistan,2021,2,Mineralbrændstoffer og smøremidler
3581,Turks- og Caicosøerne,2018,0,Mineralbrændstoffer og smøremidler
3582,Turks- og Caicosøerne,2019,0,Mineralbrændstoffer og smøremidler
3583,Turks- og Caicosøerne,2020,0,Mineralbrændstoffer og smøremidler
3584,Turks- og Caicosøerne,2021,0,Mineralbrændstoffer og smøremidler
3596,Tuvalu,2018,2,Mineralbrændstoffer og smøremidler
3597,Tuvalu,2019,0,Mineralbrændstoffer og smøremidler
3598,Tuvalu,2020,0,Mineralbrændstoffer og smøremidler
3599,Tuvalu,2021,0,Mineralbrændstoffer og smøremidler
3611,Tyrkiet,2018,95477,Mineralbrændstoffer og smøremidler
3612,Tyrkiet,2019,126957,Mineralbrændstoffer og smøremidler
3613,Tyrkiet,2020,169379,Mineralbrændstoffer og smøremidler
3614,Tyrkiet,2021,165128,Mineralbrændstoffer og smøremidler
3626,Tyskland,2018,4815068,Mineralbrændstoffer og smøremidler
3627,Tyskland,2019,5810736,Mineralbrændstoffer og smøremidler
3628,Tyskland,2020,6352712,Mineralbrændstoffer og smøremidler
3629,Tyskland,2021,11857287,Mineralbrændstoffer og smøremidler
3641,USA,2018,3797802,Mineralbrændstoffer og smøremidler
3642,USA,2019,6558011,Mineralbrændstoffer og smøremidler
3643,USA,2020,4084163,Mineralbrændstoffer og smøremidler
3644,USA,2021,8451246,Mineralbrændstoffer og smøremidler
3656,USAs mindre øbesiddelser,2018,3,Mineralbrændstoffer og smøremidler
3657,USAs mindre øbesiddelser,2019,0,Mineralbrændstoffer og smøremidler
3658,USAs mindre øbesiddelser,2020,0,Mineralbrændstoffer og smøremidler
3659,USAs mindre øbesiddelser,2021,0,Mineralbrændstoffer og smøremidler
3671,Uganda,2018,0,Mineralbrændstoffer og smøremidler
3672,Uganda,2019,1,Mineralbrændstoffer og smøremidler
3673,Uganda,2020,0,Mineralbrændstoffer og smøremidler
3674,Uganda,2021,3,Mineralbrændstoffer og smøremidler
3686,Ukraine,2018,1101,Mineralbrændstoffer og smøremidler
3687,Ukraine,2019,2012,Mineralbrændstoffer og smøremidler
3688,Ukraine,2020,462,Mineralbrændstoffer og smøremidler
3689,Ukraine,2021,1552,Mineralbrændstoffer og smøremidler
3701,Ungarn,2018,110158,Mineralbrændstoffer og smøremidler
3702,Ungarn,2019,93536,Mineralbrændstoffer og smøremidler
3703,Ungarn,2020,68955,Mineralbrændstoffer og smøremidler
3704,Ungarn,2021,54987,Mineralbrændstoffer og smøremidler
3716,Uoplyst land,2018,0,Mineralbrændstoffer og smøremidler
3717,Uoplyst land,2019,0,Mineralbrændstoffer og smøremidler
3718,Uoplyst land,2020,0,Mineralbrændstoffer og smøremidler
3719,Uoplyst land,2021,148,Mineralbrændstoffer og smøremidler
3731,Uoplyst land 3. Lande,2018,238786,Mineralbrændstoffer og smøremidler
3732,Uoplyst land 3. Lande,2019,383582,Mineralbrændstoffer og smøremidler
3733,Uoplyst land 3. Lande,2020,469302,Mineralbrændstoffer og smøremidler
3734,Uoplyst land 3. Lande,2021,36846,Mineralbrændstoffer og smøremidler
3746,Uoplyst land EU-lande,2018,0,Mineralbrændstoffer og smøremidler
3747,Uoplyst land EU-lande,2019,0,Mineralbrændstoffer og smøremidler
3748,Uoplyst land EU-lande,2020,0,Mineralbrændstoffer og smøremidler
3749,Uoplyst land EU-lande,2021,0,Mineralbrændstoffer og smøremidler
3761,Uruguay,2018,0,Mineralbrændstoffer og smøremidler
3762,Uruguay,2019,0,Mineralbrændstoffer og smøremidler
3763,Uruguay,2020,102,Mineralbrændstoffer og smøremidler
3764,Uruguay,2021,8,Mineralbrændstoffer og smøremidler
3776,Usbekistan,2018,0,Mineralbrændstoffer og smøremidler
3777,Usbekistan,2019,0,Mineralbrændstoffer og smøremidler
3778,Usbekistan,2020,0,Mineralbrændstoffer og smøremidler
3779,Usbekistan,2021,0,Mineralbrændstoffer og smøremidler
3791,Vanuatu,2018,0,Mineralbrændstoffer og smøremidler
3792,Vanuatu,2019,0,Mineralbrændstoffer og smøremidler
3793,Vanuatu,2020,0,Mineralbrændstoffer og smøremidler
3794,Vanuatu,2021,3,Mineralbrændstoffer og smøremidler
3806,Vatikanstaten,2018,0,Mineralbrændstoffer og smøremidler
3807,Vatikanstaten,2019,0,Mineralbrændstoffer og smøremidler
3808,Vatikanstaten,2020,0,Mineralbrændstoffer og smøremidler
3809,Vatikanstaten,2021,0,Mineralbrændstoffer og smøremidler
3821,Venezuela,2018,0,Mineralbrændstoffer og smøremidler
3822,Venezuela,2019,0,Mineralbrændstoffer og smøremidler
3823,Venezuela,2020,0,Mineralbrændstoffer og smøremidler
3824,Venezuela,2021,0,Mineralbrændstoffer og smøremidler
3836,Vestbredden og Gaza,2018,0,Mineralbrændstoffer og smøremidler
3837,Vestbredden og Gaza,2019,0,Mineralbrændstoffer og smøremidler
3838,Vestbredden og Gaza,2020,0,Mineralbrændstoffer og smøremidler
3839,Vestbredden og Gaza,2021,0,Mineralbrændstoffer og smøremidler
3851,Vestindiske Øer,2018,0,Mineralbrændstoffer og smøremidler
3852,Vestindiske Øer,2019,0,Mineralbrændstoffer og smøremidler
3853,Vestindiske Øer,2020,0,Mineralbrændstoffer og smøremidler
3854,Vestindiske Øer,2021,0,Mineralbrændstoffer og smøremidler
3866,Vestsahara,2018,0,Mineralbrændstoffer og smøremidler
3867,Vestsahara,2019,0,Mineralbrændstoffer og smøremidler
3868,Vestsahara,2020,0,Mineralbrændstoffer og smøremidler
3869,Vestsahara,2021,0,Mineralbrændstoffer og smøremidler
3881,Vietnam,2018,14532,Mineralbrændstoffer og smøremidler
3882,Vietnam,2019,29857,Mineralbrændstoffer og smøremidler
3883,Vietnam,2020,30333,Mineralbrændstoffer og smøremidler
3884,Vietnam,2021,50261,Mineralbrændstoffer og smøremidler
3896,Wallis og Futuna,2018,0,Mineralbrændstoffer og smøremidler
3897,Wallis og Futuna,2019,0,Mineralbrændstoffer og smøremidler
3898,Wallis og Futuna,2020,0,Mineralbrændstoffer og smøremidler
3899,Wallis og Futuna,2021,0,Mineralbrændstoffer og smøremidler
3911,Yemen,2018,0,Mineralbrændstoffer og smøremidler
3912,Yemen,2019,0,Mineralbrændstoffer og smøremidler
3913,Yemen,2020,0,Mineralbrændstoffer og smøremidler
3914,Yemen,2021,0,Mineralbrændstoffer og smøremidler
3926,Zambia,2018,0,Mineralbrændstoffer og smøremidler
3927,Zambia,2019,0,Mineralbrændstoffer og smøremidler
3928,Zambia,2020,0,Mineralbrændstoffer og smøremidler
3929,Zambia,2021,0,Mineralbrændstoffer og smøremidler
3941,Zimbabwe,2018,0,Mineralbrændstoffer og smøremidler
3942,Zimbabwe,2019,0,Mineralbrændstoffer og smøremidler
3943,Zimbabwe,2020,0,Mineralbrændstoffer og smøremidler
3944,Zimbabwe,2021,0,Mineralbrændstoffer og smøremidler
3956,Ækvatorialguinea,2018,0,Mineralbrændstoffer og smøremidler
3957,Ækvatorialguinea,2019,0,Mineralbrændstoffer og smøremidler
3958,Ækvatorialguinea,2020,0,Mineralbrændstoffer og smøremidler
3959,Ækvatorialguinea,2021,0,Mineralbrændstoffer og smøremidler
3971,Østrig,2018,66028,Mineralbrændstoffer og smøremidler
3972,Østrig,2019,76607,Mineralbrændstoffer og smøremidler
3973,Østrig,2020,83083,Mineralbrændstoffer og smøremidler
3974,Østrig,2021,111644,Mineralbrændstoffer og smøremidler
3986,Østtimor,2018,0,Mineralbrændstoffer og smøremidler
3987,Østtimor,2019,0,Mineralbrændstoffer og smøremidler
3988,Østtimor,2020,0,Mineralbrændstoffer og smøremidler
3989,Østtimor,2021,0,Mineralbrændstoffer og smøremidler
